Generation,Best Fitness,Mean Fitness,Std Dev
331,458921.74487677903,511357.7593119419,7585.352750692764
332,458921.74487677903,511738.983943894,7760.942049536212
333,458921.74487677903,511709.78075759293,7554.518265701527
334,458921.74487677903,511745.2533000391,7582.309327202407
335,458921.74487677903,511339.8250235851,7565.584917106443
336,458921.74487677903,511053.49682901264,8567.48364654905
337,458921.74487677903,510426.3011997827,8039.277932833637
338,458921.74487677903,511266.817144915,8460.390072015234
339,458921.74487677903,510737.4931627274,7707.544454364181
340,458921.74487677903,511480.65680703043,8184.270590066518
341,458921.74487677903,511826.2130566549,8086.8385975699175
342,458921.74487677903,511648.4789133326,8270.824553512342
343,458921.74487677903,510815.7712492252,8658.902763407219
344,458921.74487677903,511336.2235544998,7768.834146044035
345,458921.74487677903,511648.64401458524,7911.9557946301
346,458921.74487677903,510813.99751093565,8190.844393545474
347,458867.38817195443,512080.12428528536,9346.512846782134
348,458867.38817195443,510686.75752695586,9833.370245556573
349,458835.99690830056,511510.58216613496,9337.64621531851
350,458835.99690830056,511828.05879517604,8207.17542572226
351,458835.99690830056,511609.2876145353,7522.07057824731
352,458835.99690830056,511373.62248571374,8024.527196347499
353,457755.34529709106,511583.3952626836,8156.777346298784
354,457755.34529709106,511507.52802629565,7637.215844141503
355,457755.34529709106,511221.00919885846,8220.756220694113
356,457755.34529709106,511874.54427111475,7465.070589533558
357,457755.34529709106,511599.32723043906,7378.551711840979
358,457755.34529709106,512147.6904903639,7977.483427512403
359,457755.34529709106,512108.25876022445,7268.458594963695
360,457755.34529709106,511306.3307061264,8010.137314221877
361,457755.34529709106,511250.71454032266,7639.388238285617
362,457755.34529709106,511176.1854120864,7673.348979044071
363,457755.34529709106,511237.19661695365,7481.027709274308
364,457755.34529709106,511345.4281468824,7780.5069461402245
365,457755.34529709106,511524.3740229104,7590.781872237793
366,457555.8171291802,511255.86916472117,8153.181035311573
367,457555.8171291802,511098.16190264653,7981.206550109979
368,457555.8171291802,511491.4386017561,7975.016873410855
369,457555.8171291802,511358.3673365238,7761.890282705856
370,457555.8171291802,511298.2773845645,7746.013311296083
371,457555.8171291802,511342.5219154385,8043.059631550727
372,457555.8171291802,511229.4972923415,8940.281850675265
373,457555.8171291802,511023.42400752654,8926.031580688012
374,457555.8171291802,511149.67786277906,8535.798220468683
375,457555.8171291802,511447.3386805022,8488.077474803125
376,457555.8171291802,511100.7444607117,7839.368999929981
377,457555.8171291802,511443.49240348255,8241.189651891738
378,457555.8171291802,511244.70297174406,7688.836221796311
379,457555.8171291802,510758.30019210966,7545.489365035
380,457555.8171291802,511073.707027956,7731.606752917237
381,457555.8171291802,511443.8377959412,7657.788072288908
382,457555.8171291802,512158.6270396657,7732.968056868351
383,457555.8171291802,511401.1024717685,7520.470312202199
384,457555.8171291802,511332.59706294915,8104.670337740778
385,457144.2608566442,511458.35030657187,8308.912896690177
386,457144.2608566442,511693.8315930104,7678.622180892305
387,457144.2608566442,511365.95775873243,7797.050838249919
388,457144.2608566442,511683.5709966077,7684.553207701774
389,457144.2608566442,511372.7392064113,8004.077337819417
390,457144.2608566442,511353.9608882638,8151.1513804699325
391,457048.4915602547,511091.1559821717,8333.27296714154
392,457048.4915602547,511523.4143275037,8028.485497096902
393,457048.4915602547,511143.78845272085,8619.943017975713
394,457048.4915602547,510943.7138526881,8880.77594781209
395,457048.4915602547,510982.4077769601,8648.535041990142
396,457048.4915602547,511596.5439901418,7605.097269094148
397,457048.4915602547,511849.39968880534,7942.569761017253
398,457048.4915602547,511539.2262223466,7973.843488751267
399,457048.4915602547,511444.47715406143,8372.915363858683
400,457048.4915602547,510689.3766630348,9532.633569376085
401,457048.4915602547,511309.1678484174,8615.577510986153
402,457048.4915602547,510950.82321663894,8477.109292835268
403,457048.4915602547,511011.049335072,9153.023791055863
404,456748.175829258,511212.98347435653,9026.810268825004
405,456748.175829258,511067.49153393373,9147.090608399281
406,454375.74575446494,510984.14337461867,8930.404846718504
407,454375.74575446494,511808.50123215135,8103.7721312881995
408,454375.74575446494,511555.1739727865,7225.686682424674
409,454375.74575446494,511170.9184660959,7371.684639008274
410,454375.74575446494,511390.3050935631,7884.622472823875
411,454375.74575446494,510982.56099453935,8356.9523394247
412,454375.74575446494,511267.58402274636,8070.739938548292
413,454375.74575446494,511127.76945620734,8723.066113799106
414,453657.9825116824,510596.58834385517,9054.481996880539
415,453657.9825116824,511588.3895150807,9079.254000827503
416,452806.28731147805,511325.41791923,9218.769753125192
417,452806.28731147805,511059.81865738786,9917.304762075923
418,452806.28731147805,510979.0137278229,8587.03854380259
419,452806.28731147805,511277.7949378017,7682.0871290983505
420,452806.28731147805,511237.1557738426,8697.643510907745
421,452806.28731147805,511379.1907793217,7947.101392736635
422,452806.28731147805,511824.9658720331,8620.439742553197
423,452806.28731147805,510735.9839739169,9590.762744826618
424,451246.39241318527,511408.77900157403,9083.319419663225
425,451246.39241318527,510991.8249643859,9204.312071394124
426,451246.39241318527,511588.58880276047,9356.84312004142
427,451246.39241318527,511120.56913987885,8576.361253935642
428,451246.39241318527,511702.0244469246,8112.316027403053
429,451246.39241318527,511632.34370012034,7816.982846358263
430,451246.39241318527,511874.7198642448,8538.874286972388
431,451155.3229487358,511449.02107609843,7988.566937856632
432,451155.3229487358,511390.46580638684,8659.165857250453
433,451155.3229487358,511733.13148900296,8475.642618068723
434,451155.3229487358,511220.09921184863,7817.463045915359
435,451155.3229487358,511263.3657278107,7587.9925660028375
436,451155.3229487358,512238.22890669963,8020.400584492446
437,451155.3229487358,511604.20077209186,7903.896055759888
438,451155.3229487358,511503.5678882495,7678.495527403635
439,451155.3229487358,511388.6533695059,7812.342891152364
440,451155.3229487358,511399.41666687175,7986.042897700295
441,451155.3229487358,511363.53644040576,7833.0058571853615
442,451155.3229487358,511138.2076306456,7622.218812980284
443,450892.6676243403,510933.9937129818,8356.140791505917
444,450819.56681666605,512038.5658019574,8674.481865617572
445,450819.56681666605,511657.89827299735,7475.966003171237
446,450819.56681666605,511654.43236960674,8445.052792029759
447,450819.56681666605,511652.21897792385,8127.020741707231
448,449377.4266411568,511070.9914388883,8417.867603871247
449,449377.4266411568,510931.1714312809,8560.368459867052
450,448692.7283341396,511241.68451636325,8781.238937492377
451,448692.7283341396,511890.9280902219,8412.825252434955
452,448692.7283341396,511057.8917746666,8584.658585408592
453,448692.7283341396,511057.59521045926,10119.658203139426
454,448692.7283341396,510177.5211314485,10649.005019472794
455,448692.7283341396,511399.8854496824,9280.160996535704
456,448427.9232845224,511787.06959644717,9543.585260110814
457,448427.9232845224,512110.95210654323,7287.624916531019
458,448427.9232845224,511445.69523713796,8054.570447963695
459,448427.9232845224,511206.9839955182,7689.954513696915
460,448427.9232845224,511876.09772163583,7563.816714419186
461,448427.9232845224,511504.6641321961,8024.839703602912
462,448427.9232845224,511193.6291396817,8208.03383249626
463,448427.9232845224,511147.32510242105,8078.620200109959
464,448427.9232845224,511214.7112743734,7524.8539011873
465,448427.9232845224,510852.2596174348,7983.970921395144
466,448427.9232845224,511789.1898698991,7818.417283926861
467,448427.9232845224,510963.6687073994,8886.043375143703
468,448427.9232845224,510662.21248980274,8537.995094424865
469,448427.9232845224,511052.0635114089,8430.666289587527
470,448427.9232845224,511071.7220804334,8182.084451920966
471,448427.9232845224,512001.85775630473,7478.3920163854755
472,448427.9232845224,511577.1378834616,7251.524485786201
473,448427.9232845224,512165.08334659913,7799.07587436881
474,448427.9232845224,511799.12300763285,7638.385592427735
475,448427.9232845224,511668.146124795,8359.452080712403
476,448427.9232845224,511670.13780149346,8813.928168535733
477,448427.9232845224,511963.22618680296,7723.469798065379
478,448427.9232845224,511793.233985011,7852.448054186219
479,448427.9232845224,511591.92674909916,7731.699243580416
480,448427.9232845224,511911.0073568396,7658.51581304307
481,448427.9232845224,512003.00169957516,7770.320429851767
482,448427.9232845224,511481.7926380434,7523.818668132726
483,448427.9232845224,511682.09697343974,7821.8950294354045
484,448427.9232845224,511374.2583160142,7674.266461446391
485,448427.9232845224,511735.6331733083,7877.8123390735545
486,448177.87792616227,511203.613625159,8398.056991044441
487,448177.87792616227,511695.32735416986,7544.748291635007
488,448177.87792616227,512096.0939780484,8078.657553534003
489,448177.87792616227,511769.5271400981,7903.127420544715
490,448177.87792616227,511839.1534579082,8216.139967962605
491,448177.87792616227,511419.674033281,8120.55657016544
492,448177.87792616227,511551.82124323974,7948.325457987751
493,448177.87792616227,511641.04399821954,8230.923504536551
494,448177.87792616227,511556.79247080506,8269.235979647478
495,448177.87792616227,510943.2624292806,8959.487011702766
496,448177.87792616227,512192.337508795,7708.620869083341
497,448177.87792616227,511715.9089486898,7645.860567893723
498,448177.87792616227,511209.87266410305,7576.548082204806
499,448177.87792616227,511708.6659830696,7837.510407674625
500,448177.87792616227,511066.7284528868,8100.687525126388
501,448177.87792616227,511381.9852719162,8109.354829203301
502,448177.87792616227,511956.9891035105,7789.056908005139
503,448177.87792616227,511779.23079699784,8769.387853006494
504,448177.87792616227,511246.5200539452,8120.49909569707
505,448177.87792616227,511767.7274227097,8554.196139249241
506,448177.87792616227,510601.37568731565,8887.834024024203
507,448177.87792616227,510666.4508978313,9024.726972573488
508,448177.87792616227,510963.4765047363,8624.688729157573
509,448177.87792616227,511060.0032585398,8685.383357656772
510,448177.87792616227,510445.58213581407,8593.295115414921
511,448177.87792616227,511321.1864884778,8272.819412413586
512,448177.87792616227,511266.30556847726,8296.490130021466
513,448177.87792616227,511504.8488782234,8200.435842144007
514,448177.87792616227,511826.7805107249,8577.831714218486
515,448177.87792616227,511638.1358391706,8169.221950188297
516,448177.87792616227,510644.4562446821,8397.206912807906
517,448177.87792616227,511480.28401759436,8497.219932983637
518,448177.87792616227,511127.5803273742,8918.025658339564
519,448177.87792616227,512020.4815699756,8259.317561491807
520,448177.87792616227,512065.2922097256,8509.445517713119
521,448177.87792616227,511240.9470353302,8138.17364724718
522,448177.87792616227,510989.9349394882,8777.685800587049
523,448177.87792616227,511508.2760419117,8229.53185031443
524,448177.87792616227,511059.51236389857,8561.421312825705
525,448177.87792616227,511495.8614581713,8510.090746028118
526,448177.87792616227,511766.59182592836,8618.051289286372
527,448177.87792616227,511279.3172383269,8853.561185264203
528,448177.87792616227,511003.04618969635,8263.44389783801
529,448177.87792616227,512098.32048172096,8287.66552997807
530,448177.87792616227,511040.3021480373,9030.542565151352
531,447543.0506032787,511147.73413394846,9004.660633536052
532,447543.0506032787,511284.3775496813,8177.298197480989
533,447543.0506032787,511518.6819834028,7971.174687595937
534,447543.0506032787,511484.2430860404,7356.112652995954
535,447543.0506032787,511378.36890475283,7796.313985545866
536,447543.0506032787,511092.04605407966,8077.480545271857
537,447543.0506032787,510560.41653595946,9429.450590341577
