Generation,Best Fitness,Mean Fitness,Std Dev
174,473749.9412864379,525026.2223359464,8129.81908929862
175,473749.9412864379,525161.0270463766,7855.422467415424
176,473749.9412864379,524858.0114988466,7498.498025124776
177,473749.9412864379,524664.0533909958,8126.64436893688
178,473749.9412864379,524916.8430068224,7681.296826575625
179,473749.9412864379,525003.8951360943,8237.559866863938
180,473749.9412864379,525287.1113865594,7921.3948197094
181,473749.9412864379,524911.7575823707,8027.230393611503
182,473749.9412864379,524844.6249391276,8159.059097848049
183,473749.9412864379,524020.6247286117,8757.349953244455
184,473294.5515468713,524181.98533414834,9023.460566000078
185,473294.5515468713,524282.1915811702,8337.017762058624
186,473294.5515468713,524624.3469676443,7911.7782008895865
187,473294.5515468713,524489.3855587505,7920.071292661353
188,473294.5515468713,524414.8245535968,7485.288229570644
189,473294.5515468713,524072.71401955804,7646.81736602002
190,473294.5515468713,525237.3585556651,7668.020185236383
191,473294.5515468713,524309.5801272399,7842.922270601857
192,473294.5515468713,524641.2829643969,7675.926686356406
193,473294.5515468713,525288.3878411222,7868.906591538157
194,473294.5515468713,524646.0466497259,7561.9882487769555
195,473294.5515468713,524501.2613805751,7232.833775917624
196,473294.5515468713,525360.0836577205,7933.476688994836
197,473294.5515468713,525113.0555757715,7563.418012401081
198,473294.5515468713,524719.2393750063,7593.881044964383
199,473294.5515468713,525061.7689106517,8307.52115472188
200,473294.5515468713,525291.9557024479,7774.879003390019
201,473294.5515468713,524826.8966466031,8233.690175021975
202,473294.5515468713,524040.4068466878,8696.092240199761
203,473294.5515468713,524064.64984588965,8074.0456419168595
204,473294.5515468713,525142.374104336,7630.824565524542
205,473294.5515468713,525459.499152607,7690.787278468589
206,473294.5515468713,525160.8080973323,7879.757494212941
207,473294.5515468713,524857.9953914984,7627.843703044726
208,473294.5515468713,524933.4560460638,7524.666345732505
209,473294.5515468713,524731.0135756095,7733.129376046167
210,473294.5515468713,524444.1624512518,7573.622207575854
211,473294.5515468713,524747.8317445454,7835.800348124238
212,473294.5515468713,524593.9333102826,7961.496309898607
213,473294.5515468713,524100.61542543303,8175.331578013617
214,473294.5515468713,525025.0319370151,7596.750917664756
215,473294.5515468713,524664.2233401648,7482.488489208438
216,473294.5515468713,525470.8978957137,7595.409839929287
217,472366.68308523315,525445.3813869901,8467.067563782492
218,472366.68308523315,524714.6892149955,7720.305876251055
219,472366.68308523315,524838.5817871692,7846.237619439923
220,472366.68308523315,524756.2275192203,8290.585745717637
221,472366.68308523315,525145.520547757,7816.479405835268
222,472217.7631455014,525043.0581559591,8143.6457521238635
223,472217.7631455014,524714.5947348557,7763.2245365521885
224,472217.7631455014,524992.9632634188,8074.045002662356
225,472217.7631455014,524672.1950978313,7331.504889722408
226,472217.7631455014,524800.1424854533,8061.551258565718
227,472217.7631455014,524015.3448145891,7847.361581349581
228,472217.7631455014,524700.3415460952,7875.211686478736
229,472217.7631455014,525288.2908796351,7846.840216313646
230,472217.7631455014,524598.3789347669,7946.326490895128
231,472217.7631455014,524978.0490480472,8038.23164875272
232,472217.7631455014,525057.8668899976,7941.381532862915
233,472112.53638820734,524482.9094416237,8935.319501831398
234,472112.53638820734,523849.1902821732,9066.086499270215
235,471814.33011996397,524634.4980177725,8448.288770792127
236,471814.33011996397,524796.0140294734,7833.061725628864
237,471814.33011996397,524238.7583007708,8313.241867026096
238,471814.33011996397,524407.323369886,8610.296693304641
239,471814.33011996397,525474.0888062653,8105.650182410377
240,471814.33011996397,525030.7640708981,7987.598019920624
241,471814.33011996397,524629.6966548555,7736.515910876752
242,471814.33011996397,525192.4563362796,7730.511358978209
243,471539.1088930287,525367.5953211698,7974.098881824069
244,471539.1088930287,525092.4105717087,7840.640716960256
245,471539.1088930287,524335.3297495481,8167.748151652259
246,471503.2552615752,524973.436164424,8393.03322679569
247,471440.19753259514,524586.2593274994,9424.292286998865
248,471440.19753259514,523846.4127913346,9551.905711219166
249,471440.19753259514,523575.4598481552,9415.363325355189
250,471385.3120706852,524896.4172485875,9099.927971580639
251,471385.3120706852,524728.9348535809,8624.496230140854
252,471385.3120706852,524742.9743180863,7979.760470778595
253,471385.3120706852,524464.2412265451,7893.068646413925
254,471385.3120706852,524975.1369723621,7971.696634782233
255,471385.3120706852,524611.1163233386,7685.746272452302
256,471385.3120706852,525166.1746323071,7451.182523954171
257,471385.3120706852,525483.8037879217,7429.243394616843
258,471385.3120706852,525350.2197135336,7523.529180680696
259,471385.3120706852,525007.8485728704,7684.9636453632775
260,471385.3120706852,525080.3071279486,7156.901245231266
261,471385.3120706852,525170.569474249,7317.105332859545
262,471385.3120706852,525451.6358458448,7556.984719206913
263,471173.48021070776,524961.2328422896,7488.401113806788
264,471173.48021070776,525063.6479277652,7914.979321083426
265,470955.9279030907,524479.3663861104,8548.703803520188
266,470955.9279030907,524316.6775090076,8669.273426451049
267,470955.9279030907,524738.1024295553,8897.492484256149
268,470955.9279030907,524571.0120622931,8888.7144998341
269,468834.11777453154,524218.53035712126,9000.659414998257
270,468834.11777453154,524126.6449979672,8809.095474786374
271,468834.11777453154,524668.6989488231,8096.1871140124795
272,468834.11777453154,524647.5282215308,7651.841020184367
273,468834.11777453154,525109.4003257047,7364.750382410654
274,468834.11777453154,524940.2389407876,7127.43689442776
275,468834.11777453154,524143.8920651414,7517.357401048424
276,468834.11777453154,524884.3207800727,8058.160531676847
277,468834.11777453154,524815.9738171649,8298.621369518629
278,468834.11777453154,525077.9245706545,8188.95875254634
279,468834.11777453154,524843.0537493799,7931.265363557731
280,468834.11777453154,524984.1505837857,7195.344253096143
281,468834.11777453154,525546.118075068,8064.101122063167
282,468639.99338299356,524646.3773600115,7946.6385159004485
283,468639.99338299356,525603.4813398101,7995.755912695681
284,468395.52813499724,524932.359541935,8588.270530746286
285,468395.52813499724,524225.51910694287,8948.023334954329
286,468395.52813499724,524463.5980003987,7659.66353923952
287,468395.52813499724,524669.3125471522,7840.511721415182
288,468118.05452861835,524411.8441180891,7795.826404042189
289,468118.05452861835,524821.9098023083,7936.056739751159
290,467920.2461124294,524721.3783800221,8766.417830717492
291,467920.2461124294,524612.4858769786,8837.931013362482
292,467920.2461124294,524267.02868578455,8535.178620303408
293,467920.2461124294,524686.8085190861,9229.10705496043
294,467920.2461124294,524524.7465924125,9224.101450194175
295,467920.2461124294,524967.2903899709,8141.306600411914
296,467920.2461124294,524612.503625146,8441.09031310046
297,467920.2461124294,524060.7439370664,9066.13183671887
298,467262.8097127534,524302.971626307,9619.75631232709
299,467262.8097127534,524973.4239041628,8493.075672208695
300,467262.8097127534,524513.838051714,7508.445580624612
301,467262.8097127534,525292.1076327481,7426.058255507689
302,467262.8097127534,524914.1992259655,7316.681755305624
303,467262.8097127534,524869.3264442941,7579.928923552592
304,467262.8097127534,525053.8060674175,7758.861400067826
305,467262.8097127534,524956.1968552816,7587.887713121437
306,467262.8097127534,524861.5889598959,7845.180767342612
307,467262.8097127534,524631.477980082,7586.851066588042
308,467262.8097127534,524838.7745272531,8219.420173910812
309,467141.8820527464,524457.9016734606,7759.838672466655
310,467141.8820527464,524724.4807703407,8332.30582905993
311,466807.34667285625,524674.1130808779,8942.953045175182
312,466807.34667285625,525288.2255138025,8053.510032232019
313,466807.34667285625,524722.776932557,7988.609561918953
314,466807.34667285625,524350.8940922136,8141.677048899084
315,466807.34667285625,524385.0782025118,8882.575651806917
316,466807.34667285625,524265.6523119578,8420.000634995878
317,466807.34667285625,524249.4920033395,9119.185041732893
318,466807.34667285625,524490.9155700788,8513.06996735248
319,466807.34667285625,524600.8827399631,7521.109400416613
320,466807.34667285625,524870.6838796169,7747.248546866057
321,466807.34667285625,524923.0703465405,7641.358213313858
322,466807.34667285625,524988.2248392439,8022.387256408998
323,466807.34667285625,523907.6312866156,8814.938908103783
324,465837.2683112789,524572.3303348417,9013.678288018187
325,465837.2683112789,524104.20757539,9317.3852428012
326,465837.2683112789,524437.6751645913,9145.955432615676
327,465837.2683112789,524758.996974058,8083.40896104251
328,465837.2683112789,524172.9976117247,8913.951041875263
329,465837.2683112789,524358.4819411595,8450.250303788127
330,465837.2683112789,524680.2529106943,7697.761335148664
331,465837.2683112789,524995.3795195468,7925.245830206123
332,465837.2683112789,524633.3791790364,7323.059455864278
333,465837.2683112789,524957.7026165434,7905.333298146357
334,465837.2683112789,524553.2677431394,8931.498383662196
335,465837.2683112789,524909.8849917194,8637.075770109812
336,465837.2683112789,525054.4087690209,7780.1335773511
337,465837.2683112789,524657.1904863614,8557.178542779919
338,465428.35094115563,524657.4955783761,8588.308283812008
339,465428.35094115563,524155.0737442745,8137.094272169491
340,464823.3824611954,524935.2649350741,9380.120442215064
341,464823.3824611954,524044.44911238895,9558.413909949206
342,464823.3824611954,524523.429308005,9039.24520314625
343,464823.3824611954,524388.28067117,9062.419601764006
344,464823.3824611954,525658.2816513977,8179.251361355168
345,464823.3824611954,524837.6890958308,7973.077925968851
346,464823.3824611954,524322.7410049313,8367.129515847826
347,464823.3824611954,524325.5974709095,8660.134358103718
348,464823.3824611954,524949.9347061653,9055.68531780235
349,464823.3824611954,524796.7190228769,8322.54973139396
350,464823.3824611954,524667.4340740822,7613.5837103897675
351,464823.3824611954,524941.2177420268,8392.8290978921
352,464823.3824611954,524619.3655846976,8810.010976596994
353,464823.3824611954,524930.8629967272,8304.820830415883
354,464823.3824611954,524551.5258440232,7393.420386162667
355,464823.3824611954,524945.5283380655,7500.995126886909
356,464823.3824611954,524739.3025113682,7588.323913391536
357,464823.3824611954,524298.0277564746,8587.40930374795
358,464823.3824611954,524111.1957289492,8075.9075813059035
359,464823.3824611954,523998.17070374347,7681.256657904079
360,464823.3824611954,524738.8744745344,7934.885689116331
361,464823.3824611954,525008.5068120201,7658.298646202083
362,464823.3824611954,525404.786556866,7641.927619130163
363,464823.3824611954,524993.6233998372,7742.206483334871
364,464823.3824611954,524997.2226792753,8300.743978376897
365,464823.3824611954,524588.8494665426,8295.49886446117
366,464823.3824611954,524507.3048948447,9072.715628885166
367,464823.3824611954,523707.05264741316,8500.52071848323
368,464823.3824611954,524424.6135521121,8438.805643148224
369,464823.3824611954,523571.60600696836,8152.842286818512
370,464823.3824611954,524607.3897034548,8911.136250242085
371,464823.3824611954,524794.2368124999,8634.788201860789
372,464823.3824611954,525082.4465317732,7894.569883134597
373,464823.3824611954,525130.6664910764,7921.68380375871
374,464823.3824611954,525115.1164157597,7931.031213226417
375,462483.2746803614,524067.2258124141,8478.876624992841
376,462483.2746803614,524637.4109375684,7613.007171975244
377,462483.2746803614,524694.028617399,7560.88044881482
378,460966.9521887889,524798.2448113359,8518.866939432344
379,460966.9521887889,524543.3661699909,8948.96652763698
380,460966.9521887889,524621.8898425841,8731.86883971123
381,460966.9521887889,524810.130629654,8609.27038902972
382,460966.9521887889,524929.8260193444,7926.436460159468
383,460966.9521887889,524360.9054003125,8269.761389742167
384,460966.9521887889,524427.2975673411,7429.314285860713
385,460966.9521887889,524317.457615257,7729.195966095938
386,460966.9521887889,524359.2789857421,8216.543377187361
387,460966.9521887889,525072.9373651738,8070.754068673432
388,460838.0407297297,524468.9903109787,8831.962553557643
389,460838.0407297297,524182.8032838322,9966.729814556806
390,460838.0407297297,524186.64669735334,9520.569985964845
391,460604.29255370644,524244.1016967189,9759.921386703501
392,460604.29255370644,524556.5475248914,8193.869028533205
393,460604.29255370644,524503.7363706577,8457.702405581136
394,460604.29255370644,524637.2096848371,9376.646770288735
395,460604.29255370644,524648.2945068093,8473.56853239079
396,460604.29255370644,524022.06957613025,8583.073867669293
397,460604.29255370644,524925.6252273782,8313.168240446163
398,460604.29255370644,525351.094717211,7760.291187143894
399,460604.29255370644,524921.6676441069,7963.594656647451
400,460604.29255370644,524834.941502171,8255.72256990287
401,460604.29255370644,524621.6085809118,8735.835377272093
402,460451.6605137399,524748.9696436105,8841.606295820839
403,460451.6605137399,524936.981747834,8193.057768053844
404,460082.96115802816,524743.952664792,8851.234219180802
405,460082.96115802816,524934.6364492585,8359.25673640463
406,460082.96115802816,525326.1902701126,8192.923562027583
407,460082.96115802816,524956.0009634057,7849.943210887053
408,460082.96115802816,524540.0672792905,7588.645695774432
409,460082.96115802816,525128.7900712128,8726.829144914647
410,460082.96115802816,525644.2004036909,7832.463714991508
411,460082.96115802816,525272.6312286999,8228.397725299672
412,460082.96115802816,525382.2266362936,7533.984768231157
413,460082.96115802816,524627.7978298925,8058.3999240899675
414,460082.96115802816,524898.6414869579,8501.966485579442
415,460082.96115802816,525086.9545285869,8271.186954415256
416,460082.96115802816,524999.1944587987,7691.848643070965
417,460082.96115802816,524701.3140078161,8083.78356521344
418,460082.96115802816,524525.8341491476,9636.186927711524
419,460082.96115802816,524650.3145190537,9138.949188746477
420,460082.96115802816,524717.9797998737,9545.505750646094
421,460082.96115802816,525217.5994960011,8143.452740231876
422,460082.96115802816,525151.790007602,8148.697098315483
423,460082.96115802816,524828.6277934882,8070.388156756061
424,460082.96115802816,524628.2834526604,8833.063965116466
425,460082.96115802816,524396.5129919194,8396.505236396095
426,460082.96115802816,524093.9061851636,8279.107943878207
427,459641.2537765233,523668.74973373784,9275.688355772352
428,459641.2537765233,525063.787543659,7673.9353276722395
429,459641.2537765233,525635.9698956218,8127.201348548887
430,459641.2537765233,524678.6320865625,8730.699671615192
431,459641.2537765233,524602.0236212633,8388.306883255967
432,459641.2537765233,524520.2175298545,7716.5814866783785
433,459641.2537765233,524818.9263004727,7899.162070986799
434,459641.2537765233,524504.8807127565,8350.883362857487
435,459515.13512539986,523752.304468399,8764.390837020108
436,458975.9905710089,524918.5100714553,8629.49887744206
437,458975.9905710089,524557.8078699354,8606.134429155421
438,458975.9905710089,524319.5180591546,9017.900272306413
439,458975.9905710089,524169.094588122,10569.305180618607
440,458975.9905710089,524869.5039387111,8299.50276955872
441,458975.9905710089,524119.17714895343,8934.747394336322
442,458206.50424909726,524580.9471042387,8683.275557556393
443,458206.50424909726,524588.3144560532,7804.784041346404
444,458206.50424909726,525225.656017749,7866.867586337914
445,458206.50424909726,524547.9825914078,8415.872564205525
446,458206.50424909726,525313.1716375652,8346.228755109634
447,458206.50424909726,524895.1880411913,7786.06141875841
448,458206.50424909726,524934.1282931645,8188.461358928109
449,457925.6555642232,524185.4172362175,8466.000479902628
450,457925.6555642232,524135.2760629748,8867.789543760819
451,457925.6555642232,524554.7339290319,8382.55559717848
452,457925.6555642232,524989.7951859887,8826.160150681757
453,457925.6555642232,525209.5942572028,8769.531614153413
454,457925.6555642232,525275.8943793809,8930.782641318026
455,457925.6555642232,524959.6557673359,8267.674955048944
456,457925.6555642232,524774.3611304073,7842.620752382711
457,457925.6555642232,524260.1881590272,7503.269296279712
458,457067.4400842506,524073.52989669016,9066.463377423823
459,455969.7067883352,525281.2418754034,8821.300540119011
460,455969.7067883352,524228.30765315966,8806.794246560228
461,455969.7067883352,524128.8016174615,8950.21890529437
462,455969.7067883352,524559.3822866324,7892.931130964995
463,455969.7067883352,524857.7472970102,8048.53335624309
464,455969.7067883352,524713.7816947118,7646.437494552862
465,455969.7067883352,524992.2353815855,8266.335822987972
466,455969.7067883352,524639.1971850856,7564.079643780042
467,455969.7067883352,524862.3672814808,7954.076828697116
468,455969.7067883352,524505.7450477983,8766.299786926495
469,455969.7067883352,524651.6594558762,8848.198809914627
470,455969.7067883352,524594.3387488894,8845.627720113504
471,455969.7067883352,524303.808642696,8446.091738822026
472,455969.7067883352,524798.1887696676,8488.295754887022
473,455969.7067883352,525119.9518084482,7947.067881464655
474,455969.7067883352,524329.9341699658,8542.090345435416
475,455969.7067883352,524417.4650254681,8300.650407022045
476,455969.7067883352,525098.9789420231,7746.039999656697
477,455969.7067883352,524947.1724529945,7858.202594217103
478,455969.7067883352,525171.4630064432,7689.461461183722
479,455969.7067883352,525163.085129652,7867.7953655816145
480,455969.7067883352,525138.8048769207,8061.714947412477
481,455969.7067883352,525161.315337649,7803.007759335955
482,455969.7067883352,525094.2384294778,7582.4330801815795
483,455969.7067883352,525382.7428779337,7822.970228727323
484,455969.7067883352,524770.8124514783,8762.85792770439
485,455969.7067883352,524069.0028749361,9848.435230492463
486,455714.7697293059,523742.7901059067,8648.275354665124
487,455714.7697293059,524295.8610773252,8494.993012953153
488,455714.7697293059,524569.6220681389,7941.436696900591
489,455714.7697293059,524081.4664413404,8540.848866795459
490,455714.7697293059,524554.9014560104,9301.2800646247
491,455714.7697293059,523942.0586900685,8679.00707602108
492,455714.7697293059,524203.13886561606,9659.403688668815
493,455316.1499041524,524691.3123495239,9838.927117368252
494,455316.1499041524,524054.25632332487,9400.376684594632
495,455316.1499041524,523974.9666631522,10003.006622265346
496,455316.1499041524,524913.7829133864,9565.439747712515
497,455316.1499041524,524559.7869159663,8339.301753901063
498,455316.1499041524,524351.3174184774,9707.420618493648
499,454418.1888528557,523883.3845935996,9756.912391229615
500,454418.1888528557,524284.8207610546,9314.12943534954
501,454418.1888528557,524767.2674831684,8552.743199228455
502,454418.1888528557,525663.0901927109,8043.627471289784
503,454418.1888528557,524729.3375419788,8446.93903566241
504,454418.1888528557,524545.2127664505,8138.405429360402
505,454418.1888528557,524691.3424886769,7903.223345144342
506,454418.1888528557,524955.892611008,7803.214938941545
507,454418.1888528557,525260.6125612753,8639.05899431128
508,454418.1888528557,525090.7994750873,7571.456349839172
509,454418.1888528557,524917.3667304394,7710.607558653858
510,454418.1888528557,524363.2544414146,8432.589145403143
511,454418.1888528557,523846.415961816,9227.232967533075
512,454418.1888528557,525242.4339763804,8968.298430011255
513,454418.1888528557,524535.55818884,7692.507376323779
514,454418.1888528557,525103.0444459602,8413.553344591204
515,454418.1888528557,524565.0634909709,7462.9345909124295
516,454418.1888528557,524840.9333145309,8199.318300678138
517,454418.1888528557,524566.1824659155,8484.816621240585
518,454418.1888528557,524646.5885468546,9250.161704945604
519,454418.1888528557,524263.21218793286,9071.98888075289
520,454418.1888528557,524554.1545799419,8285.56182125564
521,454418.1888528557,524377.099415165,8700.794455350218
522,454418.1888528557,524611.197221582,8539.976319607465
523,454418.1888528557,524021.186794258,9385.093264971183
524,454416.3127358407,523437.8233221904,9963.957607457955
525,453163.8233336466,524566.8517135341,9987.571391170339
526,453163.8233336466,524718.8939093619,8810.265637958195
527,453163.8233336466,525402.9978017282,8685.415127313656
528,453163.8233336466,524701.5178237344,8615.106151071612
529,453163.8233336466,523970.1381988978,9213.552119343956
530,453033.21375995496,524669.6591429468,9962.549269398405
531,453033.21375995496,524050.298832873,10023.109386893831
532,451582.8585694091,523740.03409280477,11071.386983367394
533,451582.8585694091,524730.4745494142,10202.4280992215
534,451582.8585694091,524350.5135898747,11013.552395034445
535,451582.8585694091,524386.751537395,8885.307109906571
536,451582.8585694091,525063.0403729946,8891.0346963301
537,451582.8585694091,524674.0364315112,8162.86161640206
